a,b,c
53,-0.43515415,0.239151511
54,-0.57277625,0.421997813
55,-0.707133446,0.698853222
56,-0.150472934,0.257607145
57,-0.264551183,0.372622707
58,-0.112090912,0.126199887
59,-0.33135574,0.321683237
60,-0.336420355,0.579756154
61,-0.304733672,0.334980109
62,-0.079546043,-0.001866818
63,0.07685907,-0.326654397
64,-0.069787787,-0.019676896
65,-0.185847387,0.152228452
66,0.06726678,-0.052279985
67,0.266666667,-0.069640474
68,-0.076725,0.026180728
69,0.157133446,-0.333428172
70,0.552420687,-0.234423537
71,0.182679062,-0.29864803
72,-0.039720136,-0.005759696
73,0.130666144,-0.260530833
74,0.341198219,-0.377024583
75,0.599328977,-0.5
76,-0.047579313,0.227486961
77,-0.274935692,0.394681809
78,-0.52123197,0.487896311
79,-0.626199887,0.722125546
80,0.325041335,-0.146916526
81,0.006449969,0.148881492
82,0.299318042,-0.065510174
83,0.353926764,-0.27264362
84,0.505281333,-0.567785
85,-0.096730563,0.253487645
86,0.106549324,-0.003734197
87,0.189462196,-0.202302342
88,0,0.147492457
89,0.173835417,-0.217813057
90,-0.059505,0.117489316
91,0.180836667,-0.144370376
92,-0.05726625,0.120542462
93,-0.249299583,0.172396985
94,-0.39046678,0.43491961
95,0.246993886,-0.216012917
96,0.29221209,-0.448312083
97,0.142173663,-0.112911667
98,-0.087775217,0.056885433
99,-0.11073303,0.2403971
100,-0.335192757,0.450159296
101,0.029303124,-0.317539837
102,-0.125316763,0.054823652
103,-0.163415704,0.18517035
104,-0.279350495,0.333629269
105,-0.491366441,0.486340998
106,0.258225487,-0.087044313
107,0.179538256,-0.305829617
108,0.502679826,-0.534793637
109,0.648809543,-0.733253333
110,-0.129885659,0.25631501
111,-0.35357718,0.480172644
112,-0.580933559,0.627422496
113,-0.371409393,0.269824627
114,-0.580933559,0.530581347
115,-0.285968491,0.1
116,0.142477224,0.04046678
117,0.199087909,-0.134955607
118,0.261418751,-0.435288941
119,0.507162936,-0.434836328
120,0.158854932,-0.23507273
121,0.374035348,-0.296426808
122,0.1197271,-0.111043426
123,0.00094178,0.149904242
124,-0.126199887,0.343818667
125,0.1,0.048832484
126,-0.207133446,0.250596152
127,-0.333333333,0.376698445
128,0.06449646,-0.253939357
129,0.42456558,-0.292866554
130,0.550667873,-0.45953322
131,0.68797895,-0.666666667
132,-0.126199887,0.325041335
133,0.079690077,-0.07322625
134,0.076921763,-0.341297196
135,0.484839826,-0.221442473
136,0.090105242,-0.259582217
137,-0.079481538,0.0475075
138,-0.256076009,0.208095417
139,-0.358681328,0.267206245
140,-0.491013524,0.543721913
141,-0.196107777,0.364302658
142,-0.023484859,0.206035226
143,-0.315402472,0.431198631
144,0.364966226,-0.105976954
145,0.372020397,-0.36994112
146,0.612907987,-0.5
147,0.702493459,-0.642866554
148,0.05948532,-0.319849161
149,-0.060710626,0.156537293
150,-0.227377293,0.287356849
151,0.01270322,-0.03481592
152,-0.166666667,0.24185994
153,-0.386586554,0.214950651
154,0.309672072,-0.143533204
155,-0.031262204,0.075609183
156,-0.159743563,0.260367196
157,0.105403617,-0.043125
158,-0.147157974,0.256193976
159,-0.2661061,0.461579393
160,-0.207057917,0.28394878
161,-0.373800113,0.428828405
162,-0.559780417,0.513398811
163,-0.683542804,0.626837198
164,0.252653469,-0.126199887
165,0.431198631,-0.333333333
166,0.546885633,-0.58325428
167,0.706756283,-0.675009887
168,-0.067802246,0.294302809
169,0.04051053,-0.149038252
170,0.2868896,-0.184798004
171,-0.066237596,0.041439969
172,-0.196247483,0.229697192
173,-0.373612083,0.419981837
174,0.225783723,-0.189008637
175,0.43491961,-0.252399774
176,0.440049915,-0.52539447
177,0.701325794,-0.666666667
178,-0.111053159,0.258790145
179,-0.3131104,0.390868271
180,-0.63693875,0.344109826
181,-0.736701667,0.600243606
182,-0.111729314,0.223886902
183,0.072759097,-0.123565198
184,0.265110661,-0.247600226
185,0.40734443,-0.428238863
186,0.493770305,-0.62370178
187,-0.148756718,0.320465601
188,-0.381748818,0.406394698
189,-0.626586667,0.365274674
190,-0.688894054,0.608392915
1,0.232235466,-0.263774912
2,-0.0253381,0.011070005
3,-0.186711233,0.268579517
4,0.044245,-0.040242731
5,-0.273444167,0.114790642
6,-0.423665,0.190451867
7,0.25221397,-0.146443733
8,-0.02480379,0.039299831
9,0.23522689,-0.166666667
10,0.283018111,-0.375854583
11,0.094804018,-0.067731137
12,-0.098347401,0.084658463
13,0.145241089,-0.120432674
14,0.007739929,0.201156492
15,0.23522689,-0.085733107
16,0.268880945,-0.36711822
17,0.172299211,-0.299861379
18,0.511953908,-0.296907526
19,0.176868491,-0.13164712
20,0,0.130272155
21,0.178499887,-0.064858463
22,0,0.152274469
23,-0.166666667,0.278376761
24,-0.014152455,-0.089995329
25,-0.180420372,0.334980109
26,-0.329724009,0.379775483
27,-0.161585359,0.296017342
28,0.043775076,0.013262326
29,-0.172607897,0.296863992
30,0.168640016,0.003556267
31,-0.138193207,0.20196282
32,-0.276150976,0.336567804
33,0.24166053,-0.136479139
34,-0.079441667,0.030821457
35,-0.262214583,0.155432797
36,-0.39046678,0.456921923
37,-0.5,0.598393479
38,0.258225487,-0.105976954
39,0.37486414,-0.347744054
40,0.610537761,-0.5
41,0.721270791,-0.707133446
42,-0.244681667,0.213610006
43,-0.355097274,0.310952845
44,-0.071818637,0.139701241
45,-0.386541554,0.270016599
46,-0.54046678,0.546092139
47,0.309672072,-0.207154359
48,0.420405102,-0.35357718
49,0.468403562,-0.589566667
50,0.285667807,-0.25
51,0.428776155,-0.524627387
52,-0.313020113,0.149533258
53,-0.414266893,0.449121208
54,-0.58892428,0.478384998
55,-0.314266893,0.284813052
56,-0.580933559,0.508579034
57,0.298463288,-0.20357718
58,0.069980043,0.079756154
59,0.29289127,-0.288067005
60,-0.069632268,-0.032203559
61,0.208963309,-0.214062917
62,0.367962233,-0.333333333
63,-0.207133446,0.268579517
64,0.055205433,-0.009791935
65,0.24960388,-0.187139975
66,-0.028425817,0.068017189
67,0.173374167,-0.235227431
68,0.433333333,-0.196597522
69,-0.359046028,0.153941377
70,0.082738696,-0.040126639
71,0.092404066,-0.231434026
72,0.217646656,-0.410864054
73,-0.067405558,-0.094156857
74,0.34223894,-0.211932995
75,0.20953322,-0.144085657
76,0.387504583,-0.324664996
77,0.126199887,-0.006184167
78,-0.066544887,0.033041504
79,-0.292866554,0.00526803
80,-0.368043941,0.240579862
81,0.097226677,-0.128515563
82,0.363918549,-0.274935692
83,0.415039685,-0.53531697
84,0.634506981,-0.684932387
85,-0.128512872,0.264003782
86,0.015743654,-0.068365177
87,-0.291298446,0.134638714
88,-0.406379583,0.211430852
89,-0.49725072,0.53529861
90,0.23013775,-0.085733107
91,0.420405102,-0.252399774
92,0.531138132,-0.419066441
93,0.60848247,-0.673764887
94,0.2868896,-0.092639072
95,0.3823542,-0.351055728
96,0.09844907,-0.099331361
97,0.494023046,-0.229950149
98,0.098500226,-0.108643056
99,0.494737422,-0.346537888
100,-0.092639072,0.247687015
101,-0.067251017,-0.112990833
102,0.230651155,-0.223800113
103,-0.049393525,0.076471363
104,0.135523139,-0.233574167
105,0.280742777,-0.36031197
106,-0.085733107,0.23150591
107,-0.36463197,0.307254018
108,-0.557133446,0.583024216
109,-0.785948863,0.629871568
110,-0.108008335,0.24642282
111,0.109124597,-0.080933559
112,0.271743711,-0.288067005
113,0.365793471,-0.468885643
114,0.567654953,-0.54046678
115,-0.248814696,0.261100635
116,-0.373800113,0.451143628
117,-0.64106,0.385726318
118,-0.626199887,0.662255658
119,0.188448368,-0.193855304
120,0.405035839,-0.326199887
121,0.500742688,-0.554940304
122,0.705901528,-0.683333333
123,0.365510174,-0.085009737
124,0.398777561,-0.348877662
125,0.617909948,-0.389657192
126,0.323185991,-0.285379737
127,0.15,0.015818146
128,0.378892917,-0.207947836
129,0.294302809,-0.2138854
130,0.300527281,-0.424895
131,0.078194614,-0.122320417
132,0.1014633,-0.509189583
133,0.499079759,-0.45953322
134,-0.284272613,0.179735588
135,-0.35342697,0.342163579
136,-0.435733107,0.583024216
137,-0.650266857,0.641874165
138,0.28394878,-0.085733107
139,0.306054309,-0.316995191
140,0.456522852,-0.476019357
141,0.184605243,-0.220876441
142,0.530581347,-0.45953322
143,-0.1631104,0.346188894
144,0.039289374,0.069980043
145,-0.288067005,0.286258219
146,-0.046134809,-0.088619783
147,-0.247202196,0.21161264
148,0.1,-0.074509693
149,0.267289696,-0.111729314
150,-0.022468941,-0.095882833
151,-0.201928524,0.100395918
152,0.066249393,-0.12668973
153,-0.191530304,0.199436322
154,0.003118463,-0.118672562
155,-0.183958733,0.301871357
156,-0.35357718,0.410051072
157,0.29058183,-0.207133446
158,0.018280483,-0.020721059
159,-0.118362364,0.226199887
160,-0.371401201,0.423122613
161,-0.125170528,0.187101476
162,-0.327107128,0.433503143
163,-0.227377293,0.346188894
164,-0.45892678,0.354424959
165,-0.10163415,0.229434962
166,0.103556267,0.007739929
167,-0.27649968,0.104932526
168,-0.022586763,-0.149774811
169,-0.20357718,0.289727075
170,0.042532837,-0.020441612
171,0.2868896,-0.048492916
172,0.456782326,-0.339185167
173,0.320465601,-0.166666667
174,0.066259063,0.02139197
175,0.179369096,-0.255005417
176,0.03731079,0.201156492
177,-0.268333861,0.256736909
178,0.074665092,0.020222933
179,0.247638236,-0.247600226
180,0.441552661,-0.373800113
181,-0.105976954,0.288109258
182,-0.373800113,0.454449352
183,-0.150674696,0.174215468
184,-0.07565,-0.23197825
185,0.307133446,-0.23015885
186,-0.04046678,0.078684041
187,-0.204807917,0.24185994
188,-0.42672875,0.263841548
189,0.045931795,-0.237799887
190,0.401254073,-0.252399774
191,0.554075943,-0.419066441
192,0.221314958,-0.175063479
193,0.486376564,-0.428781396
194,-0.105976954,0.31724062
195,0.064509183,-0.039956948
196,-0.166666667,0.257229203
197,-0.373800113,0.383331496
198,-0.54046678,0.546507395
199,0.305096338,-0.166666667
200,0.148879583,-0.513014583
201,0.496201935,-0.5
202,0.593857153,-0.633838107
203,0.23698835,-0.24108027
204,0.020572213,0.050143719
205,-0.166666667,0.278376761
206,0.00050072,-0.03498873
207,0.119519887,-0.293708654
208,0.311213474,-0.516664774
209,0.180746334,-0.230995304
210,0.31512702,-0.382127804
211,0.381514327,-0.589655
212,0.235404268,-0.274624583
213,0.447525384,-0.54370625
1,-0.203491328,0.136021037
2,0.075,0.011609893
3,-0.29458625,0.082392247
4,-0.046593446,-0.214697208
5,0.191960144,-0.290995468
6,-0.093712342,-0.155468132
7,-0.102424729,0.299318042
8,0.109261893,-0.016788715
9,-0.253346857,0.048777022
10,0.09669678,-0.043958601
11,-0.251969054,0.076864984
12,-0.35,0.367962233
13,-0.233573774,0.338293255
14,-0.47807962,0.306197083
15,-0.095420802,0.12939428
16,0.04436895,-0.087074583
17,0.017105904,-0.318601857
18,0.066815848,0.167823159
19,0.28394878,-0.041710061
20,-0.090859908,0.124090242
21,-0.16937514,0.281367726
22,-0.310240517,0.434012613
23,0.24187428,-0.129595671
24,0.416666667,-0.237831607
25,0.166666667,-0.02155343
26,0.232743665,-0.392203365
27,0.458401582,-0.535343396
28,0.203362998,-0.170501441
29,0.35208644,-0.36163947
30,0.497599526,-0.498819357
31,0.263592826,-0.25771697
32,-0.008207979,-0.126660304
33,-0.011350314,0.1
34,0.252653469,-0.207133446
35,0.358018548,-0.394087083
36,0.23313388,-0.293948499
37,0.442616937,-0.404266365
38,0.658798604,-0.486779514
39,0.371487128,-0.135450654
40,0.45334822,-0.48731814
41,-0.244646588,0.1317175
42,0.167643731,-0.016666667
43,0.064467178,-0.286846667
44,0.320313412,-0.41692625
45,0.583024216,-0.516666667
46,0.10200657,-0.25414674
47,0.020222933,0.083401304
48,-0.255249167,0.110083976
49,0.14046678,0.08961213
50,0.218855226,-0.222688724
51,0.462201893,-0.369439076
52,0.271901706,-0.338334809
53,0.005232327,-0.067612726
54,0.232592767,-0.213226667
55,0.294168774,-0.37095822
56,0.496228428,-0.490156857
57,-0.18381737,0.135507815
58,-0.417542067,0.286070395
59,-0.557257804,0.460479872
60,-0.721159054,0.575598415
61,0.214194341,-0.169276137
62,-0.051940322,0.06634803
63,0.272598466,-0.207133446
64,-0.239768109,-0.06048875
65,-0.272776056,0.158587917
66,-0.177161413,-0.141721137
67,0.050044853,-0.333333333
68,-0.073245423,-0.065222917
69,-0.230908405,0.144424167
70,-0.16179215,-0.126199887
71,-0.336836242,0.201156492
72,0.0177302,-0.014016841
73,-0.360863153,0.163846396
74,0.157846487,-0.036910513
75,-0.218200491,0.20347085
76,-0.35041689,0.405275546
77,0.16244928,-0.242007168
78,0.365117083,-0.344989205
79,0.47928428,-0.680612007
80,0.685321909,-0.757327008
81,0.080812089,-0.262971024
82,0.299423925,-0.367305191
83,0.516334391,-0.495103107
84,0.73901028,-0.642866554
85,0.278065805,-0.360689994
86,0.033410259,-0.0262272
87,-0.12264362,0.206819219
88,-0.39687125,0.317127336
89,-0.111111667,0.241579244
90,-0.0019925,-0.120073335
91,0.266666667,-0.164172183
92,0.416916363,-0.401058517
93,-0.12696088,0.178350017
94,0.056893324,-0.146519263
95,-0.156130914,0.236987533
96,-0.291004576,0.40686045
97,-0.507409536,0.567429617
98,-0.30941697,0.02569597
99,-0.323338107,0.379312546
100,-0.574039054,0.414976108
101,-0.683333333,0.693757246
102,0.250283242,-0.186910513
103,-0.040687903,0.029813654
104,-0.174912117,0.173996137
105,-0.414101516,0.403435113
106,-0.169766526,0.09212678
107,0.093460239,-0.067569167
108,0.228174373,-0.325267613
109,0.418495833,-0.38860625
110,-0.296443733,0.071077945
111,0.047545,-0.003580223
112,-0.166666667,0.289666289
113,-0.426168863,0.293834039
114,-0.61496803,0.497392649
115,0.118850357,-0.119879313
116,0.348649161,-0.292330146
117,0.601801549,-0.516666667
118,0.355537255,-0.270243846
119,0.219080933,-0.129405513
120,-0.109447069,0.063259617
121,0.035399185,-0.239728204
122,0.168720127,-0.382176841
123,0.27264388,-0.131185829
124,0.041686059,0.085932244
125,0.303027726,-0.170673043
126,0.407706363,-0.321700693
127,0.035262917,-0.183500894
128,0.323800113,-0.441608296
129,-0.162300433,0.340152439
130,-0.310149315,0.496049105
131,-0.518714752,0.606285242
132,-0.378679045,0.264266893
133,-0.057033416,0.112482917
134,-0.074332063,-0.126199887
135,-0.266470795,0.1
136,-0.40805869,0.381612726
137,-0.189509054,0.205523482
138,-0.354382594,0.413428863
139,-0.059272464,0.155342196
140,-0.373407787,0.282394287
141,-0.563150817,0.469153643
142,-0.116390983,0.300175017
143,-0.421030366,0.525252545
144,-0.716446622,0.62235091
145,-0.80953322,0.832003821
146,-0.336836242,0.157112533
147,-0.563620927,0.344023046
148,-0.242397534,0.060689713
149,-0.31680292,0.382103446
150,-0.457871678,0.518679583
151,-0.21260697,0.294302809
152,-0.433648637,0.329032996
153,-0.547942804,0.475311241
154,-0.710031857,0.59859395
155,-0.021175349,-0.276199887
156,-0.061026398,0.126978559
157,-0.181946935,0.273252726
158,-0.430974766,0.319228863
159,0.006020901,0.15
160,0.093631244,-0.091370417
161,-0.164619776,0.17787625
162,-0.032359739,-0.112014167
163,0.015898258,-0.292866554
164,0.43491961,-0.30953322
165,-0.122022145,0.155695167
166,-0.338801441,0.328552043
167,-0.476199887,0.579799235
168,-0.71837822,0.624596528
169,0.165866792,-0.194557342
170,0.369488355,-0.382094583
171,0.499924725,-0.603895417
172,0.653915861,-0.704250304
173,0.284460659,-0.213019371
174,0.528299105,-0.319875909
175,0.097600226,-0.20142998
176,0.406251076,-0.381465882
177,0.641463992,-0.437765867
178,0.195955486,-0.29511072
179,-0.056310977,-0.003116554
180,0.272598466,-0.223800113
181,-0.07138668,-0.00672928
182,-0.338492187,0.133882917
183,0.014182314,0.031073559
184,0.194118902,-0.172988637
185,0.284981682,-0.492854583
186,-0.216772342,0.186483508
187,-0.465402472,0.17745634
188,-0.580933559,0.576391166
189,-0.32052968,0.229667263
190,-0.539568733,0.505414839
191,-0.381552161,0.150836667
192,0.110185629,0
193,0.052415079,-0.316666667
194,0.42483498,-0.420585113
195,0.525990191,-0.50283447
196,-0.166666667,0.289727075
197,-0.373800113,0.456921923
198,-0.670079089,0.536206336
199,-0.826372726,0.61909738
200,0.234171395,-0.238544054
201,-0.018676615,0.069323863
202,0.117533244,-0.31931375
203,-0.130946783,-0.006411667
204,-0.207715223,0.1594825
205,-0.035644352,-0.133029167
206,0.118417156,-0.245283333
207,0.390188925,-0.3894875
208,-0.247600226,0.346188894
209,-0.428403863,0.420819028
210,-0.182363013,0.092819031
211,0.022344183,-0.148055237
212,-0.219335704,0.089431887
213,-0.405546554,0.187393294
214,0.120073608,-0.262598689
215,-0.020425276,0.143104395
216,-0.325161639,0.069195882
217,-0.317950407,0.386083333
218,-0.230358984,0.06265178
219,-0.026199887,-0.253338788
220,0.248430659,-0.291385898
221,-0.138267675,0.114077742
222,0.057132343,-0.215510174
223,0.053592022,0.02531463
224,0.278512872,-0.26700813
225,0.28609129,-0.442866554
226,0.308315704,-0.260178606
227,-0.035934426,-0.046809808
228,-0.252492917,0.184082941
229,-0.373800113,0.484435468
230,-0.176248402,0.041539806
231,0.030314515,-0.06697461
232,-0.132232342,0.173232355
233,0.09080928,-0.049112735
234,-0.187536024,0.087732738
235,-0.35398947,0.317230603
236,0.319469317,-0.207133446
237,0.427091598,-0.419010113
238,0.652832878,-0.580933559
239,0.388829096,-0.25357718
240,0.483205967,-0.592656346
241,0.28069138,-0.078124563
242,0.453556267,-0.277817284
243,0.55953322,-0.478364759
244,0.67970282,-0.675787699
245,-0.276889769,0.15943803
246,0.080809037,0.021239393
247,-0.336511093,0.199199809
248,-0.520396637,0.347600226
249,-0.54344706,0.614277309
250,0.042866554,-0.357842271
251,0.315259167,-0.398507303
252,0.124937196,-0.1042355
253,-0.031024357,0.018624729
254,-0.183517691,0.218160628
255,-0.363847274,0.342637936
256,-0.19752481,0.347600226
257,-0.160582499,-0.05481322
258,-0.005249301,-0.292866554
259,0.015176421,0.184489826
260,-0.242101152,0.209124426
261,-0.42497772,0.417822229
262,0.158397641,-0.283510686
263,-0.130259555,0.004797185
264,-0.148735805,0.312977796
265,-0.445548333,0.314119593
266,-0.5,0.627422496
267,0.242856224,-0.16571205
268,-0.070319558,0.033334904
269,0.210722197,-0.259472196
270,-0.000896513,0.082366683
271,-0.269124823,0.17212138
272,0.050272016,-0.018026537
273,0.293337446,-0.166666667
274,0.384821384,-0.355274054
275,-0.227377293,0.352821944
276,-0.541641346,0.212356379
277,-0.517873637,0.527579253
278,-0.602324245,0.68797895
279,0.181682544,-0.219109887
280,0.018015292,0.09196428
281,0.213439578,-0.142866554
282,0.297881459,-0.36056322
283,0.122395321,-0.071793524
284,0.213389644,-0.374460191
285,0.330883255,-0.166785151
286,0.459963143,-0.316202635
287,0.631512309,-0.430821047
288,0.657133446,-0.72549715
289,-0.276227558,0.231443689
290,-0.011623097,-0.020568508
291,0.058841852,-0.255976954
292,0.377996783,-0.333925304
293,0.45794886,-0.551841137
294,-0.324299054,0.112109482
295,-0.35893197,0.307019554
296,-0.074425259,0.063983997
297,-0.364245979,0.160918828
298,-0.439330146,0.51009144
299,0.247372473,-0.125276909
300,0.309520123,-0.479777067
301,0.096534039,-0.182539583
302,-0.178053072,-0.034281667
303,0.050956549,-0.301833333
304,0.33519492,-0.51261553
305,-0.106630563,0.208120909
306,0.060165574,-0.104588142
307,-0.154412776,0.244823666
308,-0.376314859,0.343479843
309,-0.02264362,0.238171175
310,-0.0511358,-0.165530942
311,0.217802246,-0.320470695
312,0.4737792,-0.254818687
313,0.1205662,-0.33604625
314,0.097554374,0.12735638
315,-0.1439027,0.356301205
316,0.068096408,0.145179539
317,0.089641183,-0.197468508
318,0.405035839,-0.340694774
1,-0.214862055,0.405215417
2,0.042462411,0.009792931
3,0.268579517,-0.128512872
4,-0.149585336,-0.07275928
5,-0.238697565,0.218397961
6,-0.014528551,0.004925574
7,0.137194326,-0.227229009
8,-0.049890943,0.031328863
9,-0.273825468,0.223723171
10,-0.402940911,0.438867754
11,0.290330755,-0.212557522
12,0.494283672,-0.339650593
13,0.168913976,-0.120229838
14,-0.03191572,0.04670849
15,0.32735638,-0.073107067
16,0.382176841,-0.417441625
17,0.244662312,-0.173277387
18,0.464490471,-0.373800113
19,0.057491309,-0.194545417
20,0.331247537,-0.416242083
21,-0.026665376,-0.126606424
22,0.287686533,-0.37112987
23,0.2347571,-0.183829847
24,0.4737792,-0.315413933
25,0.08167532,-0.074135821
26,-0.045278317,0.118681444
27,-0.283835946,0.256219909
28,-0.07581125,-0.167433935
29,-0.208962917,0.210176178
30,0.02741178,-0.116290103
31,-0.204942917,0.248399363
32,-0.373800113,0.428828405
33,-0.148913451,0.336059021
34,0.089520509,0.023315574
35,0.158690063,-0.209536509
36,0.367023312,-0.4095425
37,0.454413542,-0.630017917
38,0.203643056,-0.070636758
39,-0.101177406,0.152274469
40,-0.397600226,0.037900571
41,-0.472721363,0.325535669
42,-0.54046678,0.616316057
43,-0.244164883,0.154965895
44,0.057618845,-0.071196233
45,0.197975364,-0.21853947
46,-0.08415227,0.085209021
47,0.060092671,-0.174733367
48,0.415829368,-0.271379426
49,-0.186910513,0.304954809
50,-0.394043959,0.472291186
51,-0.645857309,0.533851674
52,-0.920668143,0.509064347
53,-0.157226975,0.241040461
54,-0.362913053,0.353360833
55,-0.047418252,0.166666667
56,-0.122918149,-0.190452917
57,0.244893798,-0.231502083
58,0.370561827,-0.38830197
59,-0.227377293,0.330819631
60,-0.3925054,0.346901978
61,-0.57200375,0.52308945
62,-0.728721667,0.666872754
63,-0.240221074,0.227463063
64,-0.0597236,-0.142092883
65,0.332609883,-0.186910513
66,0.000616334,-0.022862596
67,0.185046934,-0.22241665
68,0.431198631,-0.329777067
69,-0.277506233,0.10890553
70,-0.35878915,0.423150966
71,-0.5,0.594313744
72,-0.764407196,0.652192941
73,-0.126795381,0.282110991
74,-0.418732613,0.41716119
75,-0.567534887,0.452653118
76,-0.622341276,0.732610461
77,-0.419365122,0.429570113
78,-0.683333333,0.697776195
79,-0.891994583,0.783903245
80,-0.797141998,1.089612978
81,0.185733107,-0.037344918
82,0.323012083,-0.408709733
83,0.064779167,-0.149143688
84,0.398957613,-0.295911872
85,0.011600417,-0.186058244
86,-0.04046678,0.178139291
87,-0.305878446,0.205695627
88,0.050026683,0.021044552
89,-0.149761424,0.185637871
90,-0.359662978,0.147600306
91,0.110565952,-0.2202679
92,-0.118096165,0.079624296
93,0.061395167,-0.27264362
94,-0.04769652,0.140257787
95,0.180713097,-0.176939842
96,-0.058537073,0.140911104
97,0.058841852,-0.312683637
98,0.446567894,-0.333333333
99,0.314933159,-0.187099034
100,0.049601492,0.052508167
101,0.1618796,-0.219761472
102,-0.032051537,0.061751137
103,-0.242511233,0.133433668
104,0.081869809,-0.068994488
105,-0.126199887,0.266701371
106,-0.367465304,0.313608842
107,-0.113364786,0.220981182
108,0.164479537,0.038153795
109,0.141302227,-0.240496137
110,0.505583027,-0.333333333
111,0.63168532,-0.54011
112,-0.232146763,0.284554846
113,-0.421942613,0.403363634
114,-0.58611553,0.545545684
115,-0.707133446,0.756932858
116,-0.111969862,0.283050895
117,0.057706351,-0.015125704
118,0.148831382,-0.252333333
119,0.472291186,-0.39046678
120,0.49556586,-0.609869696
121,-0.296443733,0.049109355
122,-0.421117083,0.307968683
123,-0.54868197,0.4628737
124,-0.707133446,0.74241835
125,0.331674385,-0.223659246
126,0.37058127,-0.391038733
127,0.133048416,-0.1458925
128,0.283001489,-0.444947917
129,0.572670186,-0.557133446
130,-0.146443733,0.274216283
131,-0.37428415,0.406718661
132,-0.5,0.595168498
133,-0.747600226,0.757787612
134,-0.173024095,0.203460365
135,-0.31007843,0.396672465
136,-0.495987423,0.572584758
137,-0.104712129,0.315265017
138,-0.378251928,0.571172933
139,-0.288067005,0.330819631
140,-0.503648672,0.420662038
141,-0.239055755,0.102364001
142,-0.506448863,0.189904313
143,-0.50908947,0.454985737
144,0.28394878,-0.244043959
145,-0.088782461,-0.008708013
146,-0.2012586,0.213781683
147,-0.296907526,0.454636796
148,-0.042700989,0.22735638
149,-0.415034257,0.328070833
150,-0.102399774,0.239825763
151,0.101885643,-0.030787263
152,-0.126199887,0.159346547
153,-0.333333333,0.383331496
154,-0.194703446,0.047559636
155,-0.414266893,0.404479054
156,0.227988563,-0.19526237
157,-0.045113392,0.076907213
158,-0.06647628,0.347600226
159,-0.409891016,0.394374296
160,-0.441609744,0.591089713
161,-0.247600226,0.305096338
162,-0.468615643,0.383263042
163,-0.57201875,0.500515662
164,-0.625805607,0.653779741
165,-0.320470695,0.215510174
166,-0.043245475,-0.029289426
167,0.313832551,-0.090374313
168,0.063346992,0.1
169,-0.274272268,0.2105471
170,-0.442991306,0.34539795
1,-0.239292917,0.239969025
2,0.06041565,-0.010976642
3,0.202093783,-0.190887664
4,-0.055745383,-0.047059074
5,0.22848335,-0.185407923
6,0.353480833,-0.349294531
7,-0.278608953,0.282720339
8,-0.375165406,0.418630586
9,-0.124090908,0.208371476
10,0.056001084,-0.05548125
11,-0.078124563,0.226199887
12,0.052115474,-0.09068303
13,-0.215809166,0.197295417
14,-0.442164063,0.338511893
15,0.192866554,-0.15945492
16,-0.124140113,0.001624541
17,0.06970697,-0.394563965
18,-0.092052917,0.13112691
19,0.17054638,-0.336836242
20,0.483936076,-0.314327083
21,-0.339120687,0.201156492
22,-0.387824311,0.438814409
23,-0.048493281,0.17766513
24,-0.196597522,0.451205546
25,-0.091627608,0.12411513
26,0.134676509,0.101156492
27,-0.100439787,0.266666667
28,-0.013400857,-0.079824167
29,-0.254937477,0.10512197
30,0.060388751,-0.137315946
31,-0.096420838,0.185733107
32,-0.133588462,-0.221168559
33,0.212911666,-0.207133446
34,0.413459142,-0.333599054
35,-0.172971024,0.122783628
36,-0.344045607,0.300015523
37,-0.57147947,0.439053787
38,-0.243569357,0.303651171
39,-0.08594737,0.07317467
40,-0.38302862,0.181047828
41,-0.136892191,0.27297763
42,-0.402831348,0.406513576
43,-0.498845082,0.58552178
44,-0.314573384,0.313665643
45,-0.488952826,0.612709809
46,-0.252168333,0.148751879
47,0.092458908,-0.038270599
48,-0.128512872,0.28394878
49,0.124631824,0.008333343
50,-0.165676137,0.217433065
51,-0.253074245,0.345861965
52,0.161874843,-0.155753107
53,0.351109677,-0.330760304
54,-0.014531997,-0.177066667
55,0.13859946,-0.428826554
56,0.036520995,-0.089698637
57,0.226142264,-0.424229054
58,-0.201376829,0.149907351
59,0.079369004,-0.124505199
60,-0.142866554,0.23150591
61,-0.410857083,0.271178972
62,-0.219897293,0.080202084
63,-0.044789376,-0.072783293
64,0.205956041,-0.170805234
65,-0.114834696,-0.039427416
66,-0.271905113,0.167773318
67,-0.39066125,0.420405102
68,-0.217067346,0.247249696
69,0.119918126,0
70,-0.184741965,0.215951667
71,0.18879129,-0.080933559
72,-0.10856512,0.185733107
73,0.081945287,-0.08952053
74,0.250596152,-0.126199887
75,-0.10975096,0.048074809
76,-0.277369314,0.197255226
77,-0.50403109,0.323800113
78,-0.186062804,0.244845703
79,0.02839803,-0.077163097
80,-0.128351857,0.272598466
81,-0.349502274,0.281791329
82,-0.425527161,0.509962836
83,0.117476926,-0.182129026
84,0.317692333,-0.41012375
85,0.178342846,-0.123800113
86,0.187940421,-0.52167928
87,-0.010289272,-0.167778446
88,-0.16873687,0.02128
89,0.026479834,-0.254753637
90,0.372122711,-0.292866554
91,-0.122131424,0.23825949
92,-0.295314774,0.364413055
93,-0.135733107,-0.107024471
94,0.092281921,-0.139540467
95,-0.288840692,-0.113557234
96,0.058274724,-0.119420151
97,0.14046678,-0.40496417
98,0.005676893,0.01399878
